Age Group,Average Closure Time in Days,Case Closed,City,Closed Cases,Sum of Closure Time (Days),Count of Crime Code,Crime Description,Crime Domain,Date Case Closed,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Day of Week,Distinct Cities,No. of Cases,Sum of Police Deployed,Sum of Report Number,Reported Within 24H,Sum of Reporting Delay (Hours),Time of Occurrence,Time Range,Sum of Victim Age,Victim Gender,Weapon Used
45–59,483,Yes,Hyderabad,1,483,1,SEXUAL ASSAULT,Violent Crime,9/12/2025 11:00:00 PM,2024,Qtr 2,May,16,2024,Qtr 2,May,17,Thursday,1,1,6,16775,After 24H,47,1899-12-30 16:28:00,Afternoon,57,M,Blunt Object
45–59,32,Yes,Hyderabad,1,32,1,SHOPLIFTING,Other Crime,18-03-2024 01:00,2024,Qtr 1,February,13,2024,Qtr 1,February,15,Tuesday,1,1,1,15481,After 24H,49,1899-12-30 03:32:00,Night,58,F,Poison
45–59,48,Yes,Hyderabad,1,48,1,SHOPLIFTING,Other Crime,31-01-2022 12:00,2021,Qtr 4,December,12,2021,Qtr 4,December,14,Sunday,1,1,7,4822,After 24H,60,1899-12-30 18:57:00,Evening,56,F,Blunt Object
45–59,21,Yes,Hyderabad,1,21,1,SHOPLIFTING,Other Crime,6/7/2023 4:00:00 PM,2023,Qtr 2,May,16,2023,Qtr 2,May,17,Tuesday,1,1,15,11626,After 24H,40,1899-12-30 05:54:00,Morning,57,F,None
45–59,101,Yes,Hyderabad,1,101,1,SHOPLIFTING,Other Crime,7/6/2024 9:00:00 PM,2024,Qtr 1,March,26,2024,Qtr 1,March,27,Tuesday,1,1,14,16069,After 24H,45,1899-12-30 01:06:00,Night,46,M,Explosives
45–59,25,Yes,Hyderabad,1,25,1,TRAFFIC VIOLATION,Traffic Fatality,15-05-2023 06:00,2023,Qtr 2,April,19,2023,Qtr 2,April,20,Wednesday,1,1,1,11244,After 24H,30,1899-12-30 04:45:00,Night,56,M,Poison
45–59,-48,Yes,Hyderabad,1,-48,1,TRAFFIC VIOLATION,Traffic Fatality,17-04-2022 23:00,2022,Qtr 2,May,4,2022,Qtr 2,June,4,Wednesday,1,1,16,6119,After 24H,767,1899-12-30 01:53:00,Night,54,F,Blunt Object
45–59,66,Yes,Hyderabad,1,66,1,TRAFFIC VIOLATION,Traffic Fatality,17-12-2020 10:00,2020,Qtr 3,September,12,2020,Qtr 4,October,12,Saturday,1,1,7,1528,After 24H,730,1899-12-30 21:20:00,Night,52,M,None
45–59,-101,Yes,Hyderabad,1,-101,1,TRAFFIC VIOLATION,Traffic Fatality,20-01-2022 21:00,2022,Qtr 2,May,1,2022,Qtr 2,May,1,Sunday,1,1,1,5078,Within 24H,21,1899-12-30 11:26:00,Morning,53,F,Explosives
45–59,23,Yes,Hyderabad,1,23,1,TRAFFIC VIOLATION,Traffic Fatality,23-12-2020 16:00,2020,Qtr 4,November,28,2020,Qtr 4,November,30,Saturday,1,1,17,1474,After 24H,64,1899-12-30 23:20:00,Night,57,F,None
45–59,231,Yes,Hyderabad,1,231,1,TRAFFIC VIOLATION,Traffic Fatality,27-10-2022 17:00,2022,Qtr 2,April,10,2022,Qtr 1,March,10,Sunday,1,1,4,8456,Within 24H,-727,1899-12-30 01:29:00,Night,53,M,Firearm
45–59,-243,Yes,Hyderabad,1,-243,1,TRAFFIC VIOLATION,Traffic Fatality,4/2/2021 11:00:00 PM,2021,Qtr 1,January,13,2021,Qtr 4,December,1,Wednesday,1,1,19,1736,After 24H,7751,1899-12-30 07:00:00,Morning,49,F,Knife
45–59,-55,Yes,Hyderabad,1,-55,1,TRAFFIC VIOLATION,Traffic Fatality,4/6/2024 4:00:00 PM,2024,Qtr 2,May,29,2024,Qtr 2,May,31,Wednesday,1,1,15,16959,After 24H,64,1899-12-30 19:28:00,Evening,54,F,Blunt Object
45–59,43,Yes,Hyderabad,1,43,1,VANDALISM,Other Crime,22-11-2023 15:00,2023,Qtr 3,September,10,2023,Qtr 4,October,10,Sunday,1,1,9,13696,After 24H,735,1899-12-30 05:28:00,Morning,46,F,Poison
45–59,67,Yes,Hyderabad,1,67,1,VANDALISM,Other Crime,24-09-2023 18:00,2023,Qtr 3,July,19,2023,Qtr 3,July,19,Wednesday,1,1,13,12547,Within 24H,18,1899-12-30 05:13:00,Morning,46,F,Poison
45–59,26,Yes,Hyderabad,1,26,1,VANDALISM,Other Crime,30-05-2024 12:00,2024,Qtr 2,April,4,2024,Qtr 2,May,4,Thursday,1,1,11,16193,After 24H,732,1899-12-30 03:09:00,Night,52,M,Other
45–59,71,Yes,Hyderabad,1,71,1,VANDALISM,Other Crime,31-01-2024 00:00,2023,Qtr 4,November,19,2023,Qtr 4,November,21,Sunday,1,1,16,14285,After 24H,48,1899-12-30 11:16:00,Morning,47,F,None
45–59,-46,Yes,Hyderabad,1,-46,1,VANDALISM,Other Crime,5/8/2021 7:00:00 PM,2021,Qtr 2,June,24,2021,Qtr 2,June,23,Thursday,1,1,9,3060,Within 24H,-5,1899-12-30 06:24:00,Morning,48,M,None
45–59,160,Yes,Hyderabad,1,160,1,VANDALISM,Other Crime,6/1/2023 8:00:00 PM,2022,Qtr 4,December,21,2022,Qtr 4,December,23,Wednesday,1,1,19,9598,After 24H,68,1899-12-30 17:54:00,Evening,56,M,Firearm
45–59,155,Yes,Hyderabad,1,155,1,VANDALISM,Other Crime,7/4/2023 10:00:00 AM,2023,Qtr 1,January,28,2023,Qtr 1,January,30,Saturday,1,1,2,10115,After 24H,58,1899-12-30 04:01:00,Night,59,M,Poison
45–59,51,Yes,Hyderabad,1,51,1,VEHICLE - STOLEN,Violent Crime,19-02-2023 19:00,2022,Qtr 4,December,30,2022,Qtr 4,December,30,Friday,1,1,16,9696,Within 24H,19,1899-12-30 23:12:00,Night,51,M,Other
45–59,28,Yes,Hyderabad,1,28,1,VEHICLE - STOLEN,Violent Crime,23-12-2020 22:00,2020,Qtr 4,November,26,2020,Qtr 4,November,25,Thursday,1,1,4,1442,Within 24H,-2,1899-12-30 09:26:00,Morning,50,F,None
45–59,63,Yes,Hyderabad,1,63,1,VEHICLE - STOLEN,Violent Crime,9/10/2023 6:00:00 PM,2023,Qtr 2,May,9,2023,Qtr 3,July,9,Tuesday,1,1,7,13241,After 24H,1482,1899-12-30 08:54:00,Morning,55,F,Firearm
45–59,35,Yes,Indore,1,35,1,ASSAULT,Violent Crime,20-01-2023 04:00,2022,Qtr 4,December,16,2022,Qtr 4,December,16,Friday,1,1,11,9487,Within 24H,4,1899-12-30 09:54:00,Morning,54,M,None
45–59,-70,Yes,Indore,1,-70,1,ASSAULT,Violent Crime,24-04-2023 23:00,2023,Qtr 3,August,3,2023,Qtr 3,July,3,Thursday,1,1,17,10635,Within 24H,-721,1899-12-30 10:51:00,Morning,51,M,Other
45–59,29,Yes,Indore,1,29,1,ASSAULT,Violent Crime,28-07-2020 15:00,2020,Qtr 2,June,27,2020,Qtr 2,June,29,Saturday,1,1,4,747,After 24H,63,1899-12-30 23:16:00,Night,55,F,Knife
45–59,163,Yes,Indore,1,163,1,COUNTERFEITING,Other Crime,16-08-2023 08:00,2023,Qtr 1,February,6,2023,Qtr 1,March,6,Monday,1,1,15,11860,After 24H,680,1899-12-30 12:41:00,Afternoon,58,M,Firearm
45–59,127,Yes,Indore,1,127,1,COUNTERFEITING,Other Crime,6/3/2022 11:00:00 PM,2022,Qtr 1,January,27,2022,Qtr 1,January,27,Thursday,1,1,2,5340,Within 24H,23,1899-12-30 12:36:00,Afternoon,51,F,Poison
45–59,22,Yes,Indore,1,22,1,CYBERCRIME,Other Crime,13-03-2021 19:00,2021,Qtr 1,February,19,2021,Qtr 1,February,19,Friday,1,1,19,2008,Within 24H,19,1899-12-30 08:55:00,Morning,55,M,None
45–59,-163,Yes,Indore,1,-163,1,CYBERCRIME,Other Crime,2/9/2022 9:00:00 PM,2022,Qtr 3,July,20,2022,Qtr 3,July,22,Wednesday,1,1,8,7465,After 24H,69,1899-12-30 11:53:00,Morning,50,M,Firearm
45–59,-79,Yes,Indore,1,-79,1,CYBERCRIME,Other Crime,8/12/2022 3:00:00 AM,2022,Qtr 4,October,29,2022,Qtr 4,October,30,Saturday,1,1,16,8833,After 24H,27,1899-12-30 22:50:00,Night,59,M,Poison
45–59,257,Yes,Indore,1,257,1,DOMESTIC VIOLENCE,Violent Crime,9/2/2024 1:00:00 AM,2023,Qtr 4,December,18,2023,Qtr 4,December,20,Monday,1,1,6,14684,After 24H,49,1899-12-30 22:30:00,Night,49,F,Explosives
45–59,-118,Yes,Indore,1,-118,1,DRUG OFFENSE,Other Crime,1/11/2021 10:00:00 AM,2021,Qtr 2,April,9,2021,Qtr 2,May,9,Friday,1,1,13,3800,After 24H,730,1899-12-30 03:02:00,Night,49,M,Blunt Object
45–59,66,Yes,Indore,1,66,1,DRUG OFFENSE,Other Crime,27-08-2021 10:00,2021,Qtr 2,June,22,2021,Qtr 2,June,22,Tuesday,1,1,4,3042,Within 24H,10,1899-12-30 09:28:00,Morning,47,M,Explosives
45–59,66,Yes,Indore,1,66,1,FIREARM OFFENSE,Fire Accident,15-10-2022 03:00,2022,Qtr 3,July,10,2022,Qtr 3,August,10,Sunday,1,1,5,8518,After 24H,747,1899-12-30 18:26:00,Evening,48,F,Blunt Object
45–59,104,Yes,Indore,1,104,1,FIREARM OFFENSE,Fire Accident,24-02-2021 11:00,2020,Qtr 4,October,12,2020,Qtr 4,November,12,Monday,1,1,8,1533,After 24H,755,1899-12-30 08:04:00,Morning,58,F,Knife
45–59,69,Yes,Indore,1,69,1,FIREARM OFFENSE,Fire Accident,30-09-2021 12:00,2021,Qtr 3,July,21,2021,Qtr 3,July,23,Wednesday,1,1,17,3340,After 24H,60,1899-12-30 02:40:00,Night,49,M,None
45–59,-81,Yes,Indore,1,-81,1,IDENTITY THEFT,Violent Crime,17-09-2024 21:00,2024,Qtr 4,December,7,2024,Qtr 4,December,7,Saturday,1,1,12,17552,Within 24H,21,1899-12-30 13:19:00,Afternoon,45,F,Other
45–59,345,Yes,Indore,1,345,1,ILLEGAL POSSESSION,Other Crime,10/1/2023 12:00:00 PM,2022,Qtr 4,October,20,2022,Qtr 4,October,21,Thursday,1,1,6,8697,After 24H,36,1899-12-30 01:43:00,Night,52,M,Poison
45–59,51,Yes,Indore,1,51,1,ILLEGAL POSSESSION,Other Crime,15-03-2022 03:00,2022,Qtr 1,January,21,2022,Qtr 1,January,23,Friday,1,1,14,5285,After 24H,51,1899-12-30 06:05:00,Morning,48,F,Poison
45–59,-19,Yes,Indore,1,-19,1,ILLEGAL POSSESSION,Other Crime,21-10-2023 15:00,2023,Qtr 4,November,9,2023,Qtr 4,November,9,Thursday,1,1,8,13297,Within 24H,15,1899-12-30 13:31:00,Afternoon,55,M,Firearm
45–59,12,Yes,Indore,1,12,1,PUBLIC INTOXICATION,Other Crime,27-07-2022 15:00,2022,Qtr 3,July,15,2022,Qtr 3,July,15,Friday,1,1,18,7356,Within 24H,15,1899-12-30 00:43:00,Night,49,F,Firearm
45–59,290,Yes,Indore,1,290,1,PUBLIC INTOXICATION,Other Crime,27-12-2022 03:00,2022,Qtr 1,February,12,2022,Qtr 1,March,12,Saturday,1,1,5,9304,After 24H,675,1899-12-30 15:48:00,Afternoon,58,M,Firearm
45–59,-128,Yes,Indore,1,-128,1,ROBBERY,Violent Crime,1/11/2023 10:00:00 AM,2023,Qtr 2,May,19,2023,Qtr 2,May,19,Friday,1,1,12,11655,Within 24H,10,1899-12-30 17:22:00,Evening,56,M,Explosives
45–59,292,Yes,Indore,1,292,1,ROBBERY,Violent Crime,10/3/2023 12:00:00 PM,2022,Qtr 4,December,14,2022,Qtr 4,December,15,Wednesday,1,1,19,9472,After 24H,36,1899-12-30 14:13:00,Afternoon,54,F,Explosives
45–59,86,Yes,Indore,1,86,1,ROBBERY,Violent Crime,19-05-2022 19:00,2022,Qtr 1,February,22,2022,Qtr 1,February,22,Tuesday,1,1,8,5634,Within 24H,19,1899-12-30 04:18:00,Night,45,F,None
45–59,497,Yes,Indore,1,497,1,SEXUAL ASSAULT,Violent Crime,21-12-2021 09:00,2020,Qtr 3,August,11,2020,Qtr 3,August,11,Tuesday,1,1,4,1331,Within 24H,9,1899-12-30 03:12:00,Night,48,F,None
45–59,247,Yes,Indore,1,247,1,SHOPLIFTING,Other Crime,11/3/2022 1:00:00 PM,2022,Qtr 1,February,1,2022,Qtr 1,March,1,Tuesday,1,1,9,5050,After 24H,685,1899-12-30 03:17:00,Night,54,F,None
45–59,65,Yes,Indore,1,65,1,SHOPLIFTING,Other Crime,18-11-2022 08:00,2022,Qtr 3,September,13,2022,Qtr 3,September,14,Tuesday,1,1,10,8181,After 24H,32,1899-12-30 13:57:00,Afternoon,51,M,Explosives
45–59,8,Yes,Indore,1,8,1,SHOPLIFTING,Other Crime,28-08-2021 01:00,2021,Qtr 3,August,18,2021,Qtr 3,August,20,Wednesday,1,1,1,3638,After 24H,49,1899-12-30 11:13:00,Morning,53,F,Blunt Object
45–59,65,Yes,Indore,1,65,1,VANDALISM,Other Crime,18-12-2022 00:00,2022,Qtr 4,October,13,2022,Qtr 4,October,14,Thursday,1,1,12,8592,Within 24H,24,1899-12-30 04:39:00,Night,57,M,None
45–59,83,Yes,Indore,1,83,1,VANDALISM,Other Crime,20-01-2023 03:00,2022,Qtr 4,October,28,2022,Qtr 4,October,29,Friday,1,1,5,8816,After 24H,27,1899-12-30 12:02:00,Afternoon,50,F,None
45–59,48,Yes,Indore,1,48,1,VANDALISM,Other Crime,30-09-2020 00:00,2020,Qtr 4,December,8,2020,Qtr 3,August,13,Tuesday,1,1,12,912,Within 24H,-2808,1899-12-30 20:41:00,Evening,54,F,Knife
45–59,31,Yes,Indore,1,31,1,VEHICLE - STOLEN,Violent Crime,5/8/2023 4:00:00 AM,2023,Qtr 1,March,7,2023,Qtr 2,April,7,Tuesday,1,1,12,12307,After 24H,748,1899-12-30 05:43:00,Morning,53,M,Other
45–59,82,Yes,Jaipur,1,82,1,ASSAULT,Violent Crime,17-02-2022 00:00,2021,Qtr 4,November,25,2021,Qtr 4,November,27,Thursday,1,1,16,4631,After 24H,48,1899-12-30 01:34:00,Night,46,F,None
45–59,36,Yes,Jaipur,1,36,1,ASSAULT,Violent Crime,26-06-2024 10:00,2024,Qtr 2,May,18,2024,Qtr 2,May,21,Saturday,1,1,14,16818,After 24H,82,1899-12-30 22:25:00,Night,48,F,Firearm
45–59,31,Yes,Jaipur,1,31,1,ASSAULT,Violent Crime,27-07-2024 14:00,2024,Qtr 2,June,25,2024,Qtr 2,June,26,Tuesday,1,1,18,17323,After 24H,38,1899-12-30 21:09:00,Night,50,M,Other
45–59,-63,Yes,Jaipur,1,-63,1,BURGLARY,Other Crime,29-04-2023 09:00,2023,Qtr 2,June,1,2023,Qtr 3,July,1,Thursday,1,1,15,9806,After 24H,729,1899-12-30 20:53:00,Evening,48,M,Explosives
45–59,51,Yes,Jaipur,1,51,1,COUNTERFEITING,Other Crime,14-08-2024 20:00,2024,Qtr 2,June,24,2024,Qtr 2,June,24,Monday,1,1,8,17293,Within 24H,20,1899-12-30 14:40:00,Afternoon,49,F,None
45–59,59,Yes,Jaipur,1,59,1,COUNTERFEITING,Other Crime,19-09-2021 22:00,2021,Qtr 3,July,21,2021,Qtr 3,July,22,Wednesday,1,1,9,3336,After 24H,46,1899-12-30 06:55:00,Morning,51,F,Knife
45–59,32,Yes,Jaipur,1,32,1,COUNTERFEITING,Other Crime,25-06-2023 21:00,2023,Qtr 2,May,23,2023,Qtr 2,May,24,Tuesday,1,1,14,11742,After 24H,45,1899-12-30 03:07:00,Night,55,F,Explosives
45–59,198,Yes,Jaipur,1,198,1,CYBERCRIME,Other Crime,10/4/2023 5:00:00 AM,2023,Qtr 1,March,20,2023,Qtr 1,March,20,Monday,1,1,3,10805,Within 24H,5,1899-12-30 19:12:00,Evening,47,M,Firearm
45–59,82,Yes,Jaipur,1,82,1,CYBERCRIME,Other Crime,15-08-2024 16:00,2024,Qtr 2,May,24,2024,Qtr 2,May,25,Friday,1,1,11,16883,After 24H,40,1899-12-30 06:47:00,Morning,54,F,None
45–59,58,Yes,Jaipur,1,58,1,CYBERCRIME,Other Crime,18-07-2023 01:00,2023,Qtr 2,May,19,2023,Qtr 2,May,21,Friday,1,1,16,11673,After 24H,49,1899-12-30 01:02:00,Night,51,M,None
45–59,-40,Yes,Jaipur,1,-40,1,CYBERCRIME,Other Crime,8/12/2022 2:00:00 PM,2022,Qtr 3,September,19,2022,Qtr 3,September,21,Monday,1,1,14,8285,After 24H,62,1899-12-30 01:01:00,Night,50,M,Firearm
45–59,60,Yes,Jaipur,1,60,1,DOMESTIC VIOLENCE,Violent Crime,15-10-2022 17:00,2022,Qtr 3,August,14,2022,Qtr 3,August,16,Sunday,1,1,16,7796,After 24H,65,1899-12-30 14:37:00,Afternoon,46,M,None
45–59,-311,Yes,Jaipur,1,-311,1,DOMESTIC VIOLENCE,Violent Crime,24-01-2022 19:00,2022,Qtr 4,October,1,2022,Qtr 4,December,1,Saturday,1,1,17,5156,After 24H,1483,1899-12-30 08:37:00,Morning,54,F,None
45–59,-42,Yes,Jaipur,1,-42,1,DOMESTIC VIOLENCE,Violent Crime,3/6/2021 5:00:00 PM,2021,Qtr 2,April,15,2021,Qtr 2,April,17,Thursday,1,1,9,2476,After 24H,65,1899-12-30 06:33:00,Morning,47,F,Poison
45–59,-111,Yes,Jaipur,1,-111,1,DRUG OFFENSE,Other Crime,17-08-2024 12:00,2024,Qtr 4,December,6,2024,Qtr 4,December,6,Friday,1,1,2,17123,Within 24H,12,1899-12-30 17:41:00,Evening,51,F,Knife
45–59,284,Yes,Jaipur,1,284,1,DRUG OFFENSE,Other Crime,19-12-2022 16:00,2022,Qtr 1,March,10,2022,Qtr 1,March,10,Thursday,1,1,6,8455,Within 24H,16,1899-12-30 18:48:00,Evening,53,M,Poison
45–59,-132,Yes,Jaipur,1,-132,1,DRUG OFFENSE,Other Crime,2/9/2022 4:00:00 PM,2022,Qtr 2,June,21,2022,Qtr 2,June,21,Tuesday,1,1,19,7017,Within 24H,16,1899-12-30 10:22:00,Morning,48,M,Firearm
45–59,7,Yes,Jaipur,1,7,1,EXTORTION,Other Crime,28-04-2023 11:00,2023,Qtr 2,April,21,2023,Qtr 2,April,21,Friday,1,1,3,11265,Within 24H,11,1899-12-30 07:20:00,Morning,46,M,Knife
45–59,263,Yes,Jaipur,1,263,1,FIREARM OFFENSE,Fire Accident,12/5/2021 6:00:00 PM,2021,Qtr 1,March,15,2021,Qtr 1,March,17,Monday,1,1,14,2220,After 24H,66,1899-12-30 02:17:00,Night,49,M,None
45–59,-239,Yes,Jaipur,1,-239,1,FIREARM OFFENSE,Fire Accident,2/9/2021 1:00:00 AM,2021,Qtr 3,September,6,2021,Qtr 4,October,6,Monday,1,1,12,2925,After 24H,721,1899-12-30 13:25:00,Afternoon,57,F,Blunt Object
45–59,12,Yes,Jaipur,1,12,1,FIREARM OFFENSE,Fire Accident,7/9/2022 3:00:00 AM,2022,Qtr 2,June,27,2022,Qtr 2,June,27,Monday,1,1,16,7096,Within 24H,3,1899-12-30 03:12:00,Night,50,M,Knife
45–59,4,Yes,Jaipur,1,4,1,FRAUD,Other Crime,13-10-2022 13:00,2022,Qtr 3,September,9,2022,Qtr 4,October,9,Friday,1,1,13,8132,After 24H,733,1899-12-30 07:42:00,Morning,54,M,Poison
45–59,-219,Yes,Jaipur,1,-219,1,FRAUD,Other Crime,2/12/2021 9:00:00 AM,2021,Qtr 3,September,18,2021,Qtr 3,September,19,Saturday,1,1,11,3939,After 24H,33,1899-12-30 22:28:00,Night,48,M,Blunt Object
45–59,-103,Yes,Jaipur,1,-103,1,FRAUD,Other Crime,23-06-2021 19:00,2021,Qtr 3,August,4,2021,Qtr 4,October,4,Wednesday,1,1,9,2420,After 24H,1483,1899-12-30 17:13:00,Evening,51,F,Poison
45–59,-150,Yes,Jaipur,1,-150,1,FRAUD,Other Crime,4/7/2024 6:00:00 PM,2024,Qtr 3,September,4,2024,Qtr 3,September,4,Wednesday,1,1,3,16254,Within 24H,18,1899-12-30 04:37:00,Night,50,M,Knife
45–59,-91,Yes,Jaipur,1,-91,1,FRAUD,Other Crime,7/10/2023 10:00:00 PM,2023,Qtr 4,October,9,2023,Qtr 4,October,9,Monday,1,1,7,13285,Within 24H,22,1899-12-30 03:55:00,Night,51,F,Knife
45–59,142,Yes,Jaipur,1,142,1,FRAUD,Other Crime,9/7/2021 1:00:00 AM,2021,Qtr 2,April,16,2021,Qtr 2,April,18,Friday,1,1,4,2480,After 24H,49,1899-12-30 17:42:00,Evening,48,M,Poison
45–59,317,Yes,Jaipur,1,317,1,HOMICIDE,Other Crime,21-09-2024 10:00,2023,Qtr 4,October,9,2023,Qtr 4,November,9,Monday,1,1,12,13295,After 24H,754,1899-12-30 21:18:00,Night,53,M,Knife
45–59,200,Yes,Jaipur,1,200,1,HOMICIDE,Other Crime,3/4/2024 10:00:00 AM,2023,Qtr 3,August,15,2023,Qtr 3,August,17,Tuesday,1,1,13,12943,After 24H,58,1899-12-30 10:12:00,Morning,53,M,Other
45–59,306,Yes,Jaipur,1,306,1,IDENTITY THEFT,Violent Crime,11/2/2022 7:00:00 PM,2021,Qtr 4,December,30,2021,Qtr 4,December,31,Thursday,1,1,15,5028,After 24H,43,1899-12-30 16:48:00,Afternoon,49,F,Knife
45–59,81,Yes,Jaipur,1,81,1,IDENTITY THEFT,Violent Crime,16-10-2022 12:00,2022,Qtr 3,July,25,2022,Qtr 3,July,27,Monday,1,1,8,7527,After 24H,60,1899-12-30 22:37:00,Night,56,F,Explosives
45–59,167,Yes,Jaipur,1,167,1,ILLEGAL POSSESSION,Other Crime,23-10-2022 18:00,2022,Qtr 1,March,9,2022,Qtr 2,May,9,Wednesday,1,1,11,8072,After 24H,1482,1899-12-30 13:13:00,Afternoon,58,M,Knife
45–59,-50,Yes,Jaipur,1,-50,1,ILLEGAL POSSESSION,Other Crime,7/10/2021 12:00:00 PM,2021,Qtr 3,August,27,2021,Qtr 3,August,29,Friday,1,1,19,3734,After 24H,60,1899-12-30 02:27:00,Night,50,M,None
45–59,32,Yes,Jaipur,1,32,1,ILLEGAL POSSESSION,Other Crime,7/7/2021 5:00:00 PM,2021,Qtr 2,April,5,2021,Qtr 2,June,5,Monday,1,1,14,2633,After 24H,1481,1899-12-30 21:54:00,Night,45,F,Poison
45–59,-202,Yes,Jaipur,1,-202,1,KIDNAPPING,Other Crime,1/9/2021 11:00:00 AM,2021,Qtr 3,July,28,2021,Qtr 3,July,30,Wednesday,1,1,6,3414,After 24H,59,1899-12-30 20:08:00,Evening,57,M,Knife
45–59,34,Yes,Jaipur,1,34,1,KIDNAPPING,Other Crime,26-08-2021 10:00,2021,Qtr 3,July,22,2021,Qtr 3,July,23,Thursday,1,1,9,3339,After 24H,34,1899-12-30 23:16:00,Night,49,F,Explosives
45–59,10,Yes,Jaipur,1,10,1,KIDNAPPING,Other Crime,28-07-2021 09:00,2021,Qtr 3,July,16,2021,Qtr 3,July,18,Friday,1,1,11,3288,After 24H,57,1899-12-30 23:01:00,Night,55,F,Poison
45–59,27,Yes,Jaipur,1,27,1,PUBLIC INTOXICATION,Other Crime,17-02-2021 19:00,2021,Qtr 1,January,20,2021,Qtr 1,January,21,Wednesday,1,1,9,1796,After 24H,43,1899-12-30 06:52:00,Morning,59,M,None
45–59,-132,Yes,Jaipur,1,-132,1,PUBLIC INTOXICATION,Other Crime,28-07-2022 13:00,2022,Qtr 4,December,7,2022,Qtr 4,December,7,Wednesday,1,1,17,7310,Within 24H,13,1899-12-30 03:45:00,Night,58,F,Explosives
45–59,42,Yes,Jaipur,1,42,1,PUBLIC INTOXICATION,Other Crime,6/5/2024 12:00:00 PM,2024,Qtr 2,April,23,2024,Qtr 2,April,24,Tuesday,1,1,14,16463,After 24H,36,1899-12-30 18:43:00,Evening,47,F,Blunt Object
45–59,119,Yes,Jaipur,1,119,1,ROBBERY,Violent Crime,13-09-2023 06:00,2023,Qtr 2,May,17,2023,Qtr 2,May,17,Wednesday,1,1,9,11620,Within 24H,6,1899-12-30 22:14:00,Night,53,M,Knife
45–59,106,Yes,Jaipur,1,106,1,ROBBERY,Violent Crime,14-05-2023 08:00,2023,Qtr 1,January,26,2023,Qtr 1,January,28,Thursday,1,1,11,10084,After 24H,56,1899-12-30 23:27:00,Night,49,F,Blunt Object
45–59,60,Yes,Jaipur,1,60,1,ROBBERY,Violent Crime,24-02-2022 08:00,2021,Qtr 4,December,23,2021,Qtr 4,December,26,Thursday,1,1,9,4958,After 24H,80,1899-12-30 17:15:00,Evening,50,F,Explosives
45–59,124,Yes,Jaipur,1,124,1,ROBBERY,Violent Crime,31-10-2023 07:00,2023,Qtr 2,June,27,2023,Qtr 2,June,29,Tuesday,1,1,19,12233,After 24H,55,1899-12-30 19:28:00,Evening,55,F,Explosives
45–59,298,Yes,Jaipur,1,298,1,SEXUAL ASSAULT,Violent Crime,20-09-2021 17:00,2020,Qtr 4,November,25,2020,Qtr 4,November,26,Wednesday,1,1,4,1448,After 24H,41,1899-12-30 09:49:00,Morning,50,M,Knife
45–59,464,Yes,Jaipur,1,464,1,SEXUAL ASSAULT,Violent Crime,21-08-2023 22:00,2022,Qtr 4,December,5,2022,Qtr 2,May,14,Monday,1,1,9,6544,Within 24H,-4898,1899-12-30 15:42:00,Afternoon,57,M,Explosives
45–59,187,Yes,Jaipur,1,187,1,SEXUAL ASSAULT,Violent Crime,25-04-2022 17:00,2021,Qtr 4,October,19,2021,Qtr 4,October,20,Tuesday,1,1,9,4265,After 24H,41,1899-12-30 04:47:00,Night,49,F,Poison
45–59,7,Yes,Jaipur,1,7,1,SHOPLIFTING,Other Crime,14-08-2021 11:00,2021,Qtr 3,July,7,2021,Qtr 3,August,7,Wednesday,1,1,17,3192,After 24H,755,1899-12-30 15:32:00,Afternoon,53,F,Explosives
45–59,54,Yes,Jaipur,1,54,1,SHOPLIFTING,Other Crime,23-07-2023 22:00,2023,Qtr 2,May,30,2023,Qtr 2,May,30,Tuesday,1,1,6,11816,Within 24H,22,1899-12-30 04:59:00,Night,58,F,None
45–59,74,Yes,Jaipur,1,74,1,SHOPLIFTING,Other Crime,8/6/2022 9:00:00 PM,2022,Qtr 2,May,23,2022,Qtr 2,May,24,Monday,1,1,14,6657,After 24H,45,1899-12-30 11:57:00,Morning,58,F,Explosives
45–59,-157,Yes,Jaipur,1,-157,1,TRAFFIC VIOLATION,Traffic Fatality,1/7/2022 1:00:00 AM,2022,Qtr 4,November,6,2022,Qtr 2,June,13,Sunday,1,1,8,6908,Within 24H,-3503,1899-12-30 15:52:00,Afternoon,53,F,Blunt Object
45–59,21,Yes,Jaipur,1,21,1,TRAFFIC VIOLATION,Traffic Fatality,16-03-2021 10:00,2021,Qtr 1,February,23,2021,Qtr 1,February,23,Tuesday,1,1,16,2044,Within 24H,10,1899-12-30 10:19:00,Morning,59,M,None
45–59,-109,Yes,Jaipur,1,-109,1,TRAFFIC VIOLATION,Traffic Fatality,17-04-2023 14:00,2023,Qtr 2,June,4,2023,Qtr 3,August,4,Sunday,1,1,8,11091,After 24H,1478,1899-12-30 08:21:00,Morning,58,F,Knife
45–59,24,Yes,Jaipur,1,24,1,TRAFFIC VIOLATION,Traffic Fatality,21-04-2023 19:00,2023,Qtr 1,March,26,2023,Qtr 1,March,28,Sunday,1,1,18,10936,After 24H,67,1899-12-30 12:38:00,Afternoon,55,F,Poison
